0.0000000000	0.577545940876	0.002144001890	0.000320420600	0.000097319135	-85.576645438290	
1188.0000000000	-nan	-nan	 nan	-nan	-nan	
1189.0000000000	-nan	-nan	-nan	 nan	-nan	
1190.0000000000	-nan	-nan	 nan	-nan	-nan	
1191.0000000000	-nan	-nan	-nan	 nan	-nan	
1192.0000000000	-nan	-nan	 nan	-nan	-nan	
1193.0000000000	-nan	-nan	-nan	 nan	-nan	
1194.0000000000	-nan	-nan	 nan	-nan	-nan	
1195.0000000000	-nan	-nan	-nan	 nan	-nan	
1196.0000000000	-nan	-nan	 nan	-nan	-nan	
1197.0000000000	-nan	-nan	-nan	 nan	-nan	
1198.0000000000	-nan	-nan	 nan	-nan	-nan	
1199.0000000000	-nan	-nan	-nan	 nan	-nan	
1200.0000000000	-nan	-nan	 nan	-nan	-nan	
1201.0000000000	-nan	-nan	-nan	 nan	-nan	
1202.0000000000	-nan	-nan	 nan	-nan	-nan	
1203.0000000000	-nan	-nan	-nan	 nan	-nan	
1204.0000000000	-nan	-nan	 nan	-nan	-nan	
1205.0000000000	-nan	-nan	-nan	 nan	-nan	
1206.0000000000	-nan	-nan	 nan	-nan	-nan	
1207.0000000000	-nan	-nan	-nan	 nan	-nan	
1208.0000000000	-nan	-nan	 nan	-nan	-nan	
1209.0000000000	-nan	-nan	-nan	 nan	-nan	
1210.0000000000	-nan	-nan	 nan	-nan	-nan	
1211.0000000000	-nan	-nan	-nan	 nan	-nan	
1212.0000000000	-nan	-nan	 nan	-nan	-nan	
1213.0000000000	-nan	-nan	-nan	 nan	-nan	
1214.0000000000	-nan	-nan	 nan	-nan	-nan	
1215.0000000000	-nan	-nan	-nan	 nan	-nan	
1216.0000000000	-nan	-nan	 nan	-nan	-nan	
1217.0000000000	-nan	-nan	-nan	 nan	-nan	
1218.0000000000	-nan	-nan	 nan	-nan	-nan	
1219.0000000000	-nan	-nan	-nan	 nan	-nan	
1220.0000000000	-nan	-nan	 nan	-nan	-nan	
1221.0000000000	-nan	-nan	-nan	 nan	-nan	
1222.0000000000	-nan	-nan	 nan	-nan	-nan	
1223.0000000000	-nan	-nan	-nan	 nan	-nan	
1224.0000000000	-nan	-nan	 nan	-nan	-nan	
1225.0000000000	-nan	-nan	-nan	 nan	-nan	
1226.0000000000	-nan	-nan	 nan	-nan	-nan	
1227.0000000000	-nan	-nan	-nan	 nan	-nan	
1228.0000000000	-nan	-nan	 nan	-nan	-nan	
1229.0000000000	-nan	-nan	-nan	 nan	-nan	
1230.0000000000	-nan	-nan	 nan	-nan	-nan	
1231.0000000000	-nan	-nan	-nan	 nan	-nan	
1232.0000000000	-nan	-nan	 nan	-nan	-nan	
1233.0000000000	-nan	-nan	-nan	 nan	-nan	
1234.0000000000	-nan	-nan	 nan	-nan	-nan	
1235.0000000000	-nan	-nan	-nan	 nan	-nan	
1236.0000000000	-nan	-nan	 nan	-nan	-nan	
1237.0000000000	-nan	-nan	-nan	 nan	-nan	
1238.0000000000	-nan	-nan	 nan	-nan	-nan	
1239.0000000000	-nan	-nan	-nan	 nan	-nan	
1240.0000000000	-nan	-nan	 nan	-nan	-nan	
1241.0000000000	-nan	-nan	-nan	 nan	-nan	
1242.0000000000	-nan	-nan	 nan	-nan	-nan	
1243.0000000000	-nan	-nan	-nan	 nan	-nan	
1244.0000000000	-nan	-nan	 nan	-nan	-nan	
1245.0000000000	-nan	-nan	-nan	 nan	-nan	
1246.0000000000	-nan	-nan	 nan	-nan	-nan	
1247.0000000000	-nan	-nan	-nan	 nan	-nan	
1248.0000000000	-nan	-nan	 nan	-nan	-nan	
1249.0000000000	-nan	-nan	-nan	 nan	-nan	
1250.0000000000	-nan	-nan	 nan	-nan	-nan	
1251.0000000000	-nan	-nan	-nan	 nan	-nan	
1252.0000000000	-nan	-nan	 nan	-nan	-nan	
1253.0000000000	-nan	-nan	-nan	 nan	-nan	
1254.0000000000	-nan	-nan	 nan	-nan	-nan	
1255.0000000000	-nan	-nan	-nan	 nan	-nan	
1256.0000000000	-nan	-nan	 nan	-nan	-nan	
1257.0000000000	-nan	-nan	-nan	 nan	-nan	
1258.0000000000	-nan	-nan	 nan	-nan	-nan	
1259.0000000000	-nan	-nan	-nan	 nan	-nan	
1260.0000000000	-nan	-nan	 nan	-nan	-nan	
1261.0000000000	-nan	-nan	-nan	 nan	-nan	
1262.0000000000	-nan	-nan	 nan	-nan	-nan	
1263.0000000000	-nan	-nan	-nan	 nan	-nan	
1264.0000000000	-nan	-nan	 nan	-nan	-nan	
1265.0000000000	-nan	-nan	-nan	 nan	-nan	
1266.0000000000	-nan	-nan	 nan	-nan	-nan	
1267.0000000000	-nan	-nan	-nan	 nan	-nan	
1268.0000000000	-nan	-nan	 nan	-nan	-nan	
1269.0000000000	-nan	-nan	-nan	 nan	-nan	
1270.0000000000	-nan	-nan	 nan	-nan	-nan	
1271.0000000000	-nan	-nan	-nan	 nan	-nan	
1272.0000000000	-nan	-nan	 nan	-nan	-nan	
1273.0000000000	-nan	-nan	-nan	 nan	-nan	
1274.0000000000	-nan	-nan	 nan	-nan	-nan	
1275.0000000000	-nan	-nan	-nan	 nan	-nan	
1276.0000000000	-nan	-nan	 nan	-nan	-nan	
1277.0000000000	-nan	-nan	-nan	 nan	-nan	
1278.0000000000	-nan	-nan	 nan	-nan	-nan	
1279.0000000000	-nan	-nan	-nan	 nan	-nan	
1280.0000000000	-nan	-nan	 nan	-nan	-nan	
1281.0000000000	-nan	-nan	-nan	 nan	-nan	
1282.0000000000	-nan	-nan	 nan	-nan	-nan	
1283.0000000000	-nan	-nan	-nan	 nan	-nan	
1284.0000000000	-nan	-nan	 nan	-nan	-nan	
1285.0000000000	-nan	-nan	-nan	 nan	-nan	
1286.0000000000	-nan	-nan	 nan	-nan	-nan	
1287.0000000000	-nan	-nan	-nan	 nan	-nan	
1288.0000000000	-nan	-nan	 nan	-nan	-nan	
1289.0000000000	-nan	-nan	-nan	 nan	-nan	
1290.0000000000	-nan	-nan	 nan	-nan	-nan	
1291.0000000000	-nan	-nan	-nan	 nan	-nan	
1292.0000000000	-nan	-nan	 nan	-nan	-nan	
1293.0000000000	-nan	-nan	-nan	 nan	-nan	
1294.0000000000	-nan	-nan	 nan	-nan	-nan	
1295.0000000000	-nan	-nan	-nan	 nan	-nan	
1296.0000000000	-nan	-nan	 nan	-nan	-nan	
1297.0000000000	-nan	-nan	-nan	 nan	-nan	
1298.0000000000	-nan	-nan	 nan	-nan	-nan	
1299.0000000000	-nan	-nan	-nan	 nan	-nan	
1300.0000000000	-nan	-nan	 nan	-nan	-nan	
1301.0000000000	-nan	-nan	-nan	 nan	-nan	
1302.0000000000	-nan	-nan	 nan	-nan	-nan	
1303.0000000000	-nan	-nan	-nan	 nan	-nan	
1304.0000000000	-nan	-nan	 nan	-nan	-nan	
1305.0000000000	-nan	-nan	-nan	 nan	-nan	
1306.0000000000	-nan	-nan	 nan	-nan	-nan	
1307.0000000000	-nan	-nan	-nan	 nan	-nan	
1308.0000000000	-nan	-nan	 nan	-nan	-nan	
1309.0000000000	-nan	-nan	-nan	 nan	-nan	
1310.0000000000	-nan	-nan	 nan	-nan	-nan	
1311.0000000000	-nan	-nan	-nan	 nan	-nan	
1312.0000000000	-nan	-nan	 nan	-nan	-nan	
1313.0000000000	-nan	-nan	-nan	 nan	-nan	
1314.0000000000	-nan	-nan	 nan	-nan	-nan	
1315.0000000000	-nan	-nan	-nan	 nan	-nan	
1316.0000000000	-nan	-nan	 nan	-nan	-nan	
1317.0000000000	-nan	-nan	-nan	 nan	-nan	
1318.0000000000	-nan	-nan	 nan	-nan	-nan	
1319.0000000000	-nan	-nan	-nan	 nan	-nan	
1320.0000000000	-nan	-nan	 nan	-nan	-nan	
1321.0000000000	-nan	-nan	-nan	 nan	-nan	
1322.0000000000	-nan	-nan	 nan	-nan	-nan	
1323.0000000000	-nan	-nan	-nan	 nan	-nan	
1324.0000000000	-nan	-nan	 nan	-nan	-nan	
1325.0000000000	-nan	-nan	-nan	 nan	-nan	
1326.0000000000	-nan	-nan	 nan	-nan	-nan	
1327.0000000000	-nan	-nan	-nan	 nan	-nan	
1328.0000000000	-nan	-nan	 nan	-nan	-nan	
1329.0000000000	-nan	-nan	-nan	 nan	-nan	
1330.0000000000	-nan	-nan	 nan	-nan	-nan	
1331.0000000000	-nan	-nan	-nan	 nan	-nan	
1332.0000000000	-nan	-nan	 nan	-nan	-nan	
1333.0000000000	-nan	-nan	-nan	 nan	-nan	
1334.0000000000	-nan	-nan	 nan	-nan	-nan	
1335.0000000000	-nan	-nan	-nan	 nan	-nan	
1336.0000000000	-nan	-nan	 nan	-nan	-nan	
1337.0000000000	-nan	-nan	-nan	 nan	-nan	
1338.0000000000	-nan	-nan	 nan	-nan	-nan	
1339.0000000000	-nan	-nan	-nan	 nan	-nan	
1340.0000000000	-nan	-nan	 nan	-nan	-nan	
1341.0000000000	-nan	-nan	-nan	 nan	-nan	
1342.0000000000	-nan	-nan	 nan	-nan	-nan	
1343.0000000000	-nan	-nan	-nan	 nan	-nan	
1344.0000000000	-nan	-nan	 nan	-nan	-nan	
1345.0000000000	-nan	-nan	-nan	 nan	-nan	
1346.0000000000	-nan	-nan	 nan	-nan	-nan	
1347.0000000000	-nan	-nan	-nan	 nan	-nan	
1348.0000000000	-nan	-nan	 nan	-nan	-nan	
1349.0000000000	-nan	-nan	-nan	 nan	-nan	
1350.0000000000	-nan	-nan	 nan	-nan	-nan	
1351.0000000000	-nan	-nan	-nan	 nan	-nan	
1352.0000000000	-nan	-nan	 nan	-nan	-nan	
1353.0000000000	-nan	-nan	-nan	 nan	-nan	
1354.0000000000	-nan	-nan	 nan	-nan	-nan	
1355.0000000000	-nan	-nan	-nan	 nan	-nan	
1356.0000000000	-nan	-nan	 nan	-nan	-nan	
1357.0000000000	-nan	-nan	-nan	 nan	-nan	
1358.0000000000	-nan	-nan	 nan	-nan	-nan	
1359.0000000000	-nan	-nan	-nan	 nan	-nan	
1360.0000000000	-nan	-nan	 nan	-nan	-nan	
1361.0000000000	-nan	-nan	-nan	 nan	-nan	
1362.0000000000	-nan	-nan	 nan	-nan	-nan	
1363.0000000000	-nan	-nan	-nan	 nan	-nan	
1364.0000000000	-nan	-nan	 nan	-nan	-nan	
1365.0000000000	-nan	-nan	-nan	 nan	-nan	
1366.0000000000	-nan	-nan	 nan	-nan	-nan	
1367.0000000000	-nan	-nan	-nan	 nan	-nan	
1368.0000000000	-nan	-nan	 nan	-nan	-nan	
1369.0000000000	-nan	-nan	-nan	 nan	-nan	
1370.0000000000	-nan	-nan	 nan	-nan	-nan	
1371.0000000000	-nan	-nan	-nan	 nan	-nan	
1372.0000000000	-nan	-nan	 nan	-nan	-nan	
1373.0000000000	-nan	-nan	-nan	 nan	-nan	
1374.0000000000	-nan	-nan	 nan	-nan	-nan	
1375.0000000000	-nan	-nan	-nan	 nan	-nan	
1376.0000000000	-nan	-nan	 nan	-nan	-nan	
1377.0000000000	-nan	-nan	-nan	 nan	-nan	
1378.0000000000	-nan	-nan	 nan	-nan	-nan	
1379.0000000000	-nan	-nan	-nan	 nan	-nan	
1380.0000000000	-nan	-nan	 nan	-nan	-nan	
1381.0000000000	-nan	-nan	-nan	 nan	-nan	
1382.0000000000	-nan	-nan	 nan	-nan	-nan	
1383.0000000000	-nan	-nan	-nan	 nan	-nan	
1384.0000000000	-nan	-nan	 nan	-nan	-nan	
1385.0000000000	-nan	-nan	-nan	 nan	-nan	
1386.0000000000	-nan	-nan	 nan	-nan	-nan	
1387.0000000000	-nan	-nan	-nan	 nan	-nan	
1388.0000000000	-nan	-nan	 nan	-nan	-nan	
1389.0000000000	-nan	-nan	-nan	 nan	-nan	
1390.0000000000	-nan	-nan	 nan	-nan	-nan	
1391.0000000000	-nan	-nan	-nan	 nan	-nan	
1392.0000000000	-nan	-nan	 nan	-nan	-nan	
1393.0000000000	-nan	-nan	-nan	 nan	-nan	
1394.0000000000	-nan	-nan	 nan	-nan	-nan	
1395.0000000000	-nan	-nan	-nan	 nan	-nan	
1396.0000000000	-nan	-nan	 nan	-nan	-nan	
1397.0000000000	-nan	-nan	-nan	 nan	-nan	
1398.0000000000	-nan	-nan	 nan	-nan	-nan	
1399.0000000000	-nan	-nan	-nan	 nan	-nan	
1400.0000000000	-nan	-nan	 nan	-nan	-nan	
1401.0000000000	-nan	-nan	-nan	 nan	-nan	
1402.0000000000	-nan	-nan	 nan	-nan	-nan	
1403.0000000000	-nan	-nan	-nan	 nan	-nan	
1404.0000000000	-nan	-nan	 nan	-nan	-nan	
1405.0000000000	-nan	-nan	-nan	 nan	-nan	
1406.0000000000	-nan	-nan	 nan	-nan	-nan	
1407.0000000000	-nan	-nan	-nan	 nan	-nan	
1408.0000000000	-nan	-nan	 nan	-nan	-nan	
1409.0000000000	-nan	-nan	-nan	 nan	-nan	
1410.0000000000	-nan	-nan	 nan	-nan	-nan	
1411.0000000000	-nan	-nan	-nan	 nan	-nan	
1412.0000000000	-nan	-nan	 nan	-nan	-nan	
1413.0000000000	-nan	-nan	-nan	 nan	-nan	
1414.0000000000	-nan	-nan	 nan	-nan	-nan	
1415.0000000000	-nan	-nan	-nan	 nan	-nan	
1416.0000000000	-nan	-nan	 nan	-nan	-nan	
1417.0000000000	-nan	-nan	-nan	 nan	-nan	
1418.0000000000	-nan	-nan	 nan	-nan	-nan	
1419.0000000000	-nan	-nan	-nan	 nan	-nan	
1420.0000000000	-nan	-nan	 nan	-nan	-nan	
1421.0000000000	-nan	-nan	-nan	 nan	-nan	
1422.0000000000	-nan	-nan	 nan	-nan	-nan	
1423.0000000000	-nan	-nan	-nan	 nan	-nan	
1424.0000000000	-nan	-nan	 nan	-nan	-nan	
1425.0000000000	-nan	-nan	-nan	 nan	-nan	
1426.0000000000	-nan	-nan	 nan	-nan	-nan	
1427.0000000000	-nan	-nan	-nan	 nan	-nan	
1428.0000000000	-nan	-nan	 nan	-nan	-nan	
1429.0000000000	-nan	-nan	-nan	 nan	-nan	
1430.0000000000	-nan	-nan	 nan	-nan	-nan	
1431.0000000000	-nan	-nan	-nan	 nan	-nan	
1432.0000000000	-nan	-nan	 nan	-nan	-nan	
1433.0000000000	-nan	-nan	-nan	 nan	-nan	
1434.0000000000	-nan	-nan	 nan	-nan	-nan	
1435.0000000000	-nan	-nan	-nan	 nan	-nan	
1436.0000000000	-nan	-nan	 nan	-nan	-nan	
1437.0000000000	-nan	-nan	-nan	 nan	-nan	
1438.0000000000	-nan	-nan	 nan	-nan	-nan	
1439.0000000000	-nan	-nan	-nan	 nan	-nan	
1440.0000000000	-nan	-nan	 nan	-nan	-nan	
1441.0000000000	-nan	-nan	-nan	 nan	-nan	
1442.0000000000	-nan	-nan	 nan	-nan	-nan	
1443.0000000000	-nan	-nan	-nan	 nan	-nan	
1444.0000000000	-nan	-nan	 nan	-nan	-nan	
1445.0000000000	-nan	-nan	-nan	 nan	-nan	
1446.0000000000	-nan	-nan	 nan	-nan	-nan	
1447.0000000000	-nan	-nan	-nan	 nan	-nan	
1448.0000000000	-nan	-nan	 nan	-nan	-nan	
1449.0000000000	-nan	-nan	-nan	 nan	-nan	
1450.0000000000	-nan	-nan	 nan	-nan	-nan	
1451.0000000000	-nan	-nan	-nan	 nan	-nan	
1452.0000000000	-nan	-nan	 nan	-nan	-nan	
1453.0000000000	-nan	-nan	-nan	 nan	-nan	
1454.0000000000	-nan	-nan	 nan	-nan	-nan	
1455.0000000000	-nan	-nan	-nan	 nan	-nan	
1456.0000000000	-nan	-nan	 nan	-nan	-nan	
1457.0000000000	-nan	-nan	-nan	 nan	-nan	
1458.0000000000	-nan	-nan	 nan	-nan	-nan	
1459.0000000000	-nan	-nan	-nan	 nan	-nan	
1460.0000000000	-nan	-nan	 nan	-nan	-nan	
1461.0000000000	-nan	-nan	-nan	 nan	-nan	
1462.0000000000	-nan	-nan	 nan	-nan	-nan	
1463.0000000000	-nan	-nan	-nan	 nan	-nan	
1464.0000000000	-nan	-nan	 nan	-nan	-nan	
1465.0000000000	-nan	-nan	-nan	 nan	-nan	
1466.0000000000	-nan	-nan	 nan	-nan	-nan	
1467.0000000000	-nan	-nan	-nan	 nan	-nan	
1468.0000000000	-nan	-nan	 nan	-nan	-nan	
1469.0000000000	-nan	-nan	-nan	 nan	-nan	
1470.0000000000	-nan	-nan	 nan	-nan	-nan	
1471.0000000000	-nan	-nan	-nan	 nan	-nan	
1472.0000000000	-nan	-nan	 nan	-nan	-nan	
1473.0000000000	-nan	-nan	-nan	 nan	-nan	
1474.0000000000	-nan	-nan	 nan	-nan	-nan	
1475.0000000000	-nan	-nan	-nan	 nan	-nan	
1476.0000000000	-nan	-nan	 nan	-nan	-nan	
1477.0000000000	-nan	-nan	-nan	 nan	-nan	
1478.0000000000	-nan	-nan	 nan	-nan	-nan	
1479.0000000000	-nan	-nan	-nan	 nan	-nan	
1480.0000000000	-nan	-nan	 nan	-nan	-nan	
1481.0000000000	-nan	-nan	-nan	 nan	-nan	
1482.0000000000	-nan	-nan	 nan	-nan	-nan	
1483.0000000000	-nan	-nan	-nan	 nan	-nan	
1484.0000000000	-nan	-nan	 nan	-nan	-nan	
1485.0000000000	-nan	-nan	-nan	 nan	-nan	
1486.0000000000	-nan	-nan	 nan	-nan	-nan	
1487.0000000000	-nan	-nan	-nan	 nan	-nan	
1488.0000000000	-nan	-nan	 nan	-nan	-nan	
1489.0000000000	-nan	-nan	-nan	 nan	-nan	
1490.0000000000	-nan	-nan	 nan	-nan	-nan	
1491.0000000000	-nan	-nan	-nan	 nan	-nan	
1492.0000000000	-nan	-nan	 nan	-nan	-nan	
1493.0000000000	-nan	-nan	-nan	 nan	-nan	
1494.0000000000	-nan	-nan	 nan	-nan	-nan	
1495.0000000000	-nan	-nan	-nan	 nan	-nan	
1496.0000000000	-nan	-nan	 nan	-nan	-nan	
1497.0000000000	-nan	-nan	-nan	 nan	-nan	
1498.0000000000	-nan	-nan	 nan	-nan	-nan	
1499.0000000000	-nan	-nan	-nan	 nan	-nan	
1500.0000000000	-nan	-nan	 nan	-nan	-nan	
1501.0000000000	-nan	-nan	-nan	 nan	-nan	
1502.0000000000	-nan	-nan	 nan	-nan	-nan	
1503.0000000000	-nan	-nan	-nan	 nan	-nan	
1504.0000000000	-nan	-nan	 nan	-nan	-nan	
1505.0000000000	-nan	-nan	-nan	 nan	-nan	
1506.0000000000	-nan	-nan	 nan	-nan	-nan	
1507.0000000000	-nan	-nan	-nan	 nan	-nan	
1508.0000000000	-nan	-nan	 nan	-nan	-nan	
1509.0000000000	-nan	-nan	-nan	 nan	-nan	
1510.0000000000	-nan	-nan	 nan	-nan	-nan	
1511.0000000000	-nan	-nan	-nan	 nan	-nan	
1512.0000000000	-nan	-nan	 nan	-nan	-nan	
1513.0000000000	-nan	-nan	-nan	 nan	-nan	
1514.0000000000	-nan	-nan	 nan	-nan	-nan	
1515.0000000000	-nan	-nan	-nan	 nan	-nan	
1516.0000000000	-nan	-nan	 nan	-nan	-nan	
1517.0000000000	-nan	-nan	-nan	 nan	-nan	
1518.0000000000	-nan	-nan	 nan	-nan	-nan	
1519.0000000000	-nan	-nan	-nan	 nan	-nan	
1520.0000000000	-nan	-nan	 nan	-nan	-nan	
1521.0000000000	-nan	-nan	-nan	 nan	-nan	
1522.0000000000	-nan	-nan	 nan	-nan	-nan	
1523.0000000000	-nan	-nan	-nan	 nan	-nan	
1524.0000000000	-nan	-nan	 nan	-nan	-nan	
1525.0000000000	-nan	-nan	-nan	 nan	-nan	
1526.0000000000	-nan	-nan	 nan	-nan	-nan	
1527.0000000000	-nan	-nan	-nan	 nan	-nan	
1528.0000000000	-nan	-nan	 nan	-nan	-nan	
1529.0000000000	-nan	-nan	-nan	 nan	-nan	
1530.0000000000	-nan	-nan	 nan	-nan	-nan	
1531.0000000000	-nan	-nan	-nan	 nan	-nan	
1532.0000000000	-nan	-nan	 nan	-nan	-nan	
1533.0000000000	-nan	-nan	-nan	 nan	-nan	
1534.0000000000	-nan	-nan	 nan	-nan	-nan	
1535.0000000000	-nan	-nan	-nan	 nan	-nan	
1536.0000000000	-nan	-nan	 nan	-nan	-nan	
1537.0000000000	-nan	-nan	-nan	 nan	-nan	
1538.0000000000	-nan	-nan	 nan	-nan	-nan	
1539.0000000000	-nan	-nan	-nan	 nan	-nan	
1540.0000000000	-nan	-nan	 nan	-nan	-nan	
1541.0000000000	-nan	-nan	-nan	 nan	-nan	
1542.0000000000	-nan	-nan	 nan	-nan	-nan	
1543.0000000000	-nan	-nan	-nan	 nan	-nan	
1544.0000000000	-nan	-nan	 nan	-nan	-nan	
1545.0000000000	-nan	-nan	-nan	 nan	-nan	
1546.0000000000	-nan	-nan	 nan	-nan	-nan	
1547.0000000000	-nan	-nan	-nan	 nan	-nan	
1548.0000000000	-nan	-nan	 nan	-nan	-nan	
1549.0000000000	-nan	-nan	-nan	 nan	-nan	
1550.0000000000	-nan	-nan	 nan	-nan	-nan	
1551.0000000000	-nan	-nan	-nan	 nan	-nan	
1552.0000000000	-nan	-nan	 nan	-nan	-nan	
1553.0000000000	-nan	-nan	-nan	 nan	-nan	
1554.0000000000	-nan	-nan	 nan	-nan	-nan	
1555.0000000000	-nan	-nan	-nan	 nan	-nan	
1556.0000000000	-nan	-nan	 nan	-nan	-nan	
1557.0000000000	-nan	-nan	-nan	 nan	-nan	
1558.0000000000	-nan	-nan	 nan	-nan	-nan	
1559.0000000000	-nan	-nan	-nan	 nan	-nan	
1560.0000000000	-nan	-nan	 nan	-nan	-nan	
1561.0000000000	-nan	-nan	-nan	 nan	-nan	
1562.0000000000	-nan	-nan	 nan	-nan	-nan	
1563.0000000000	-nan	-nan	-nan	 nan	-nan	
1564.0000000000	-nan	-nan	 nan	-nan	-nan	
1565.0000000000	-nan	-nan	-nan	 nan	-nan	
1566.0000000000	-nan	-nan	 nan	-nan	-nan	
1567.0000000000	-nan	-nan	-nan	 nan	-nan	
1568.0000000000	-nan	-nan	 nan	-nan	-nan	
1569.0000000000	-nan	-nan	-nan	 nan	-nan	
1570.0000000000	-nan	-nan	 nan	-nan	-nan	
1571.0000000000	-nan	-nan	-nan	 nan	-nan	
1572.0000000000	-nan	-nan	 nan	-nan	-nan	
1573.0000000000	-nan	-nan	-nan	 nan	-nan	
1574.0000000000	-nan	-nan	 nan	-nan	-nan	
1575.0000000000	-nan	-nan	-nan	 nan	-nan	
1576.0000000000	-nan	-nan	 nan	-nan	-nan	
1577.0000000000	-nan	-nan	-nan	 nan	-nan	
1578.0000000000	-nan	-nan	 nan	-nan	-nan	
1579.0000000000	-nan	-nan	-nan	 nan	-nan	
1580.0000000000	-nan	-nan	 nan	-nan	-nan	
1581.0000000000	-nan	-nan	-nan	 nan	-nan	
1582.0000000000	-nan	-nan	 nan	-nan	-nan	
1583.0000000000	-nan	-nan	-nan	 nan	-nan	
1584.0000000000	-nan	-nan	 nan	-nan	-nan	
1585.0000000000	-nan	-nan	-nan	 nan	-nan	
1586.0000000000	-nan	-nan	 nan	-nan	-nan	
1587.0000000000	-nan	-nan	-nan	 nan	-nan	
1588.0000000000	-nan	-nan	 nan	-nan	-nan	
1589.0000000000	-nan	-nan	-nan	 nan	-nan	
1590.0000000000	-nan	-nan	 nan	-nan	-nan	
1591.0000000000	-nan	-nan	-nan	 nan	-nan	
1592.0000000000	-nan	-nan	 nan	-nan	-nan	
1593.0000000000	-nan	-nan	-nan	 nan	-nan	
1594.0000000000	-nan	-nan	 nan	-nan	-nan	
1595.0000000000	-nan	-nan	-nan	 nan	-nan	
1596.0000000000	-nan	-nan	 nan	-nan	-nan	
1597.0000000000	-nan	-nan	-nan	 nan	-nan	
1598.0000000000	-nan	-nan	 nan	-nan	-nan	
1599.0000000000	-nan	-nan	-nan	 nan	-nan	
1600.0000000000	-nan	-nan	 nan	-nan	-nan	
1601.0000000000	-nan	-nan	-nan	 nan	-nan	
1602.0000000000	-nan	-nan	 nan	-nan	-nan	
1603.0000000000	-nan	-nan	-nan	 nan	-nan	
1604.0000000000	-nan	-nan	 nan	-nan	-nan	
1605.0000000000	-nan	-nan	-nan	 nan	-nan	
1606.0000000000	-nan	-nan	 nan	-nan	-nan	
1607.0000000000	-nan	-nan	-nan	 nan	-nan	
1608.0000000000	-nan	-nan	 nan	-nan	-nan	
1609.0000000000	-nan	-nan	-nan	 nan	-nan	
1610.0000000000	-nan	-nan	 nan	-nan	-nan	
1611.0000000000	-nan	-nan	-nan	 nan	-nan	
1612.0000000000	-nan	-nan	 nan	-nan	-nan	
1613.0000000000	-nan	-nan	-nan	 nan	-nan	
1614.0000000000	-nan	-nan	 nan	-nan	-nan	
1615.0000000000	-nan	-nan	-nan	 nan	-nan	
1616.0000000000	-nan	-nan	 nan	-nan	-nan	
1617.0000000000	-nan	-nan	-nan	 nan	-nan	
1618.0000000000	-nan	-nan	 nan	-nan	-nan	
1619.0000000000	-nan	-nan	-nan	 nan	-nan	
1620.0000000000	-nan	-nan	 nan	-nan	-nan	
1621.0000000000	-nan	-nan	-nan	 nan	-nan	
1622.0000000000	-nan	-nan	 nan	-nan	-nan	
1623.0000000000	-nan	-nan	-nan	 nan	-nan	
1624.0000000000	-nan	-nan	 nan	-nan	-nan	
1625.0000000000	-nan	-nan	-nan	 nan	-nan	
1626.0000000000	-nan	-nan	 nan	-nan	-nan	
1627.0000000000	-nan	-nan	-nan	 nan	-nan	
1628.0000000000	-nan	-nan	 nan	-nan	-nan	
1629.0000000000	-nan	-nan	-nan	 nan	-nan	
1630.0000000000	-nan	-nan	 nan	-nan	-nan	
1631.0000000000	-nan	-nan	-nan	 nan	-nan	
1632.0000000000	-nan	-nan	 nan	-nan	-nan	
1633.0000000000	-nan	-nan	-nan	 nan	-nan	
1634.0000000000	-nan	-nan	 nan	-nan	-nan	
1635.0000000000	-nan	-nan	-nan	 nan	-nan	
1636.0000000000	-nan	-nan	 nan	-nan	-nan	
1637.0000000000	-nan	-nan	-nan	 nan	-nan	
1638.0000000000	-nan	-nan	 nan	-nan	-nan	
1639.0000000000	-nan	-nan	-nan	 nan	-nan	
1640.0000000000	-nan	-nan	 nan	-nan	-nan	
1641.0000000000	-nan	-nan	-nan	 nan	-nan	
1642.0000000000	-nan	-nan	 nan	-nan	-nan	
1643.0000000000	-nan	-nan	-nan	 nan	-nan	
1644.0000000000	-nan	-nan	 nan	-nan	-nan	
1645.0000000000	-nan	-nan	-nan	 nan	-nan	
1646.0000000000	-nan	-nan	 nan	-nan	-nan	
1647.0000000000	-nan	-nan	-nan	 nan	-nan	
1648.0000000000	-nan	-nan	 nan	-nan	-nan	
1649.0000000000	-nan	-nan	-nan	 nan	-nan	
1650.0000000000	-nan	-nan	 nan	-nan	-nan	
1651.0000000000	-nan	-nan	-nan	 nan	-nan	
1652.0000000000	-nan	-nan	 nan	-nan	-nan	
1653.0000000000	-nan	-nan	-nan	 nan	-nan	
1654.0000000000	-nan	-nan	 nan	-nan	-nan	
1655.0000000000	-nan	-nan	-nan	 nan	-nan	
1656.0000000000	-nan	-nan	 nan	-nan	-nan	
1657.0000000000	-nan	-nan	-nan	 nan	-nan	
1658.0000000000	-nan	-nan	 nan	-nan	-nan	
1659.0000000000	-nan	-nan	-nan	 nan	-nan	
1660.0000000000	-nan	-nan	 nan	-nan	-nan	
1661.0000000000	-nan	-nan	-nan	 nan	-nan	
1662.0000000000	-nan	-nan	 nan	-nan	-nan	
1663.0000000000	-nan	-nan	-nan	 nan	-nan	
1664.0000000000	-nan	-nan	 nan	-nan	-nan	
1665.0000000000	-nan	-nan	-nan	 nan	-nan	
1666.0000000000	-nan	-nan	 nan	-nan	-nan	
1667.0000000000	-nan	-nan	-nan	 nan	-nan	
1668.0000000000	-nan	-nan	 nan	-nan	-nan	
